[0, 0.0]
[1940, 0.6200354099273682]
[1941, 0.6169693470001221]
[1942, 0.5674026012420654]
[1943, 0.5794293880462646]
[1944, 0.5780181884765625]
[1945, 0.6599686145782471]
[1946, 0.5729067325592041]
[1947, 0.5574142932891846]
[1948, 0.5509099960327148]
[1949, 0.5944411754608154]
[1950, 0.5894191265106201]
[1951, 0.5804133415222168]
[1952, 0.5704038143157959]
[1953, 0.6029434204101562]
[1954, 0.6029136180877686]
[1955, 0.594407320022583]
[1956, 0.6309494972229004]
[1957, 0.6109333038330078]
[1958, 0.7290034294128418]
[1959, 0.6209607124328613]
[1960, 0.6019260883331299]
[1961, 0.5869758129119873]
[1962, 0.5683846473693848]
[1963, 0.5994060039520264]
[1964, 0.6094326972961426]
[1965, 0.7285003662109375]
[1966, 0.7755496501922607]
[1967, 0.6534643173217773]
[1968, 0.6059451103210449]
[1969, 0.5949981212615967]
[1970, 0.643500804901123]
[1971, 0.6424572467803955]
[1972, 0.6299619674682617]
[1973, 0.6069326400756836]
[1974, 0.595905065536499]
[1975, 0.595421314239502]
[1976, 0.5889191627502441]
[1977, 0.584240198135376]
[1978, 0.5859346389770508]
[1979, 0.587416410446167]
[1980, 0.7250237464904785]
[1981, 0.8991351127624512]
[1982, 0.6119201183319092]
[1983, 0.6059300899505615]
[1984, 0.5960841178894043]
[1985, 0.5868959426879883]
[1986, 0.6229407787322998]
[1987, 0.6059303283691406]
[1988, 0.6080532073974609]
[1989, 0.7130420207977295]
[1990, 0.6234438419342041]
[1991, 0.6139500141143799]
[1992, 0.6954941749572754]
[1993, 0.5979244709014893]
[1994, 0.6014072895050049]
[1995, 0.5849151611328125]
[1996, 0.6074309349060059]
[1997, 0.6039266586303711]
[1998, 0.6364333629608154]
[1999, 0.6549849510192871]
[2000, 0.6159484386444092]
[2001, 0.6159372329711914]
[2002, 0.6014447212219238]
[2003, 0.6019294261932373]
[2004, 0.6099903583526611]
[2005, 0.6094529628753662]
[2006, 0.6129355430603027]
[2007, 0.5959210395812988]
[2008, 0.723494291305542]
[2009, 0.9411683082580566]
[2010, 0.7355220317840576]
[2011, 0.8316056728363037]
[2012, 0.6686115264892578]
[2013, 0.6384530067443848]
[2014, 0.8876309394836426]
[2015, 0.727001428604126]
[2016, 0.763108491897583]
[2017, 0.7670440673828125]
[2018, 0.7510333061218262]
[2019, 0.9361667633056641]
[2020, 0.6879887580871582]
[2021, 0.8501169681549072]
[2022, 0.7115211486816406]
[2023, 0.7290024757385254]
[2024, 1.0932769775390625]
[2025, 0.8290879726409912]
[2026, 0.8691163063049316]
[2027, 0.7425522804260254]
[2028, 0.6924927234649658]
[2029, 0.6339645385742188]
[2030, 0.6385011672973633]
[2031, 0.6514897346496582]
[2032, 0.6954953670501709]
[2033, 0.653965950012207]
[2034, 0.6665172576904297]
[2035, 0.6814885139465332]
[2036, 0.6545059680938721]
[2037, 0.638969898223877]
[2038, 0.6944928169250488]
[2039, 0.6384391784667969]
[2040, 0.7935643196105957]
[2041, 0.6639714241027832]
[2042, 0.6599690914154053]
[2043, 0.7135202884674072]
[2044, 0.722524881362915]
[2045, 0.7009785175323486]
[2046, 0.9406688213348389]
[2047, 1.1823949813842773]
[2048, 0.8055713176727295]
[2049, 0.7075419425964355]
[2050, 0.6360430717468262]
[2051, 0.6339309215545654]
[2052, 0.6885261535644531]
[2053, 0.7110090255737305]
[2054, 0.7270364761352539]
[2055, 0.6279656887054443]
[2056, 0.6404647827148438]
[2057, 0.6834621429443359]
[2058, 0.7445282936096191]
[2059, 0.6546132564544678]
[2060, 0.7535347938537598]
[2061, 0.6789777278900146]
[2062, 0.9291458129882812]
[2063, 0.7335231304168701]
[2064, 0.6774978637695312]
[2065, 0.6494593620300293]
[2066, 0.6461212635040283]
[2067, 0.6624679565429688]
[2068, 0.6449415683746338]
[2069, 0.6474595069885254]
[2070, 0.6684556007385254]
[2071, 0.6629838943481445]
[2072, 0.6389691829681396]
[2073, 0.657949686050415]
[2074, 0.653982400894165]
[2075, 0.724524736404419]
[2076, 0.6774806976318359]
[2077, 0.6575493812561035]
[2078, 0.6634552478790283]
[2079, 0.6759810447692871]
[2080, 0.7124929428100586]
[2081, 0.8971514701843262]
[2082, 0.6945288181304932]
[2083, 0.6639721393585205]
[2084, 0.6729793548583984]
[2085, 0.6524655818939209]
[2086, 0.678980827331543]
[2087, 0.6945071220397949]
[2088, 0.6753044128417969]
[2089, 0.6580085754394531]
[2090, 0.6669559478759766]
[2091, 0.6554470062255859]
[2092, 0.6780028343200684]
[2093, 0.680506706237793]
[2094, 0.6784958839416504]
[2095, 0.6815016269683838]
[2096, 0.7280130386352539]
[2097, 0.6929786205291748]
[2098, 0.6734657287597656]
[2099, 0.6789593696594238]
[2100, 0.8676156997680664]
[2101, 0.8671305179595947]
[2102, 0.7715470790863037]
[2103, 0.8060719966888428]
[2104, 0.911628007888794]
[2105, 0.9501898288726807]
[2106, 1.2553904056549072]
[2107, 0.9686863422393799]
[2108, 1.1152913570404053]
[2109, 0.7460436820983887]
[2110, 0.8206160068511963]
[2111, 1.2248682975769043]
[2112, 1.00921630859375]
[2113, 1.0847687721252441]
[2114, 0.8996460437774658]
[2115, 1.155320644378662]
[2116, 0.7956016063690186]
[2117, 0.9831967353820801]
[2118, 0.8671166896820068]
[2119, 0.8325910568237305]
[2120, 0.8355929851531982]
[2121, 0.785057544708252]
[2122, 0.770045280456543]
[2123, 1.0382366180419922]
[2124, 0.7520341873168945]
[2125, 0.8476200103759766]
[2126, 0.842644453048706]
[2127, 0.8581113815307617]
[2128, 0.8085741996765137]
[2129, 1.052746057510376]
[2130, 0.7080023288726807]
[2131, 0.8571243286132812]
[2132, 0.7815632820129395]
[2133, 0.7245149612426758]
